Title,Year,Liters Pure Alcohol Consumed,NumericValue,Min,Max
Netherlands (Kingdom of the),2002,9.7 [8.0 - 11.3],9.686666667,8.018621092,11.2665163
Belarus,2019,10.3 [8.6 - 11.8],10.25,8.624084025,11.82595802
Czechia,2004,13.7 [11.7 - 15.5],13.69,11.67989847,15.45981775
Finland,2022,8.0 [6.5 - 9.4],7.98,6.540072129,9.43051957
Belgium,2017,9.3 [7.9 - 10.8],9.316666667,7.908134192,10.7822963
Croatia,2006,11.2 [9.5 - 12.8],11.16304276,9.50425414,12.75137271
United Kingdom of Great Britain and Northern Ireland,2018,10.0 [8.4 - 11.5],9.97,8.416119624,11.52048998
Sweden,2017,7.1 [5.8 - 8.5],7.126666667,5.835995466,8.494622879
Spain,2020,9.9 [8.3 - 11.5],9.943333333,8.328793982,11.50557959
Belgium,2020,8.5 [7.0 - 9.9],8.546451098,7.01296881,9.932102986
Serbia,2007,9.8 [8.3 - 11.3],9.760584315,8.287769993,11.29463004
Georgia,2020,9.0 [7.4 - 10.5],8.976841303,7.443888106,10.51124247
Türkiye,2006,1.3 [0.7 - 1.9],1.316666667,0.712092949,1.878446395
Ukraine,2015,6.5 [5.2 - 7.8],6.493333333,5.207929599,7.833985393
Netherlands (Kingdom of the),2022,8.1 [6.7 - 9.5],8.083333333,6.703670245,9.467346849
France,2004,13.2 [11.2 - 14.8],13.15,11.17623943,14.83845725
Serbia,2013,8.8 [7.2 - 10.4],8.768884705,7.218934036,10.37863483
Turkmenistan,2017,2.9 [2.0 - 3.7],2.876690104,1.993805019,3.713679778
France,2016,11.8 [10.1 - 13.5],11.76666667,10.05892163,13.5167988
United Kingdom of Great Britain and Northern Ireland,2007,10.9 [9.2 - 12.5],10.92,9.169811597,12.51425277
Austria,2004,12.2 [10.3 - 14.0],12.22,10.27995688,13.95079814
Bulgaria,2002,9.4 [7.8 - 10.8],9.357812136,7.786716045,10.8066092
Kyrgyzstan,2010,5.8 [4.6 - 7.0],5.836666667,4.647040996,6.954849389
Denmark,2014,9.4 [7.9 - 10.9],9.426666667,7.873573215,10.90103584
Republic of Moldova,2005,8.8 [7.3 - 10.4],8.794327685,7.337397137,10.39693722
Lithuania,2001,10.4 [8.8 - 11.9],10.35666667,8.752754389,11.90117996
North Macedonia,2017,4.2 [3.1 - 5.2],4.207367179,3.145225768,5.249230995
United Kingdom of Great Britain and Northern Ireland,2009,10.3 [8.7 - 12.0],10.30333333,8.732352109,12.03236107
Slovenia,2006,11.5 [9.7 - 13.3],11.46666667,9.702465634,13.29000604
Andorra,2009,11.1 [9.4 - 12.8],11.095,9.360287842,12.77632528
Slovakia,2020,10.1 [8.5 - 11.6],10.06,8.527374062,11.60800571
Luxembourg,2008,12.0 [10.1 - 13.8],12.00333333,10.14264881,13.76567802
Serbia,2008,9.6 [8.0 - 11.0],9.577921198,8.000613293,11.0056925
Türkiye,2004,1.4 [0.8 - 2.0],1.39035048,0.775299155,1.988555149
France,2009,12.5 [10.7 - 14.2],12.46666667,10.67102911,14.22462713
Ukraine,2009,8.8 [7.4 - 10.2],8.753333333,7.356362398,10.24000197
Belarus,2005,11.7 [10.0 - 13.4],11.69,10.02696447,13.44060579
Bulgaria,2017,10.8 [9.3 - 12.5],10.84873604,9.349065385,12.46896683
Cyprus,2000,6.8 [5.5 - 8.0],6.758283854,5.453927807,8.007000944
Kyrgyzstan,2014,6.0 [4.8 - 7.2],5.973333333,4.763972901,7.225482731
Finland,2018,8.3 [6.8 - 9.8],8.3,6.827412504,9.755742161
Cyprus,2018,5.8 [4.6 - 7.0],5.805971555,4.622963988,7.042175455
Türkiye,2005,1.4 [0.7 - 2.0],1.35,0.708874545,1.950820913
Finland,2017,8.4 [6.9 - 9.9],8.39,6.926250133,9.926024753
North Macedonia,2021,4.7 [3.6 - 5.8],4.735339086,3.637543334,5.802371537
Uzbekistan,2002,1.4 [0.8 - 2.0],1.403999381,0.812207214,2.008463442
Sweden,2002,6.8 [5.4 - 8.0],6.753333333,5.441207723,7.978348641
Iceland,2008,7.3 [5.9 - 8.7],7.336666667,5.915925027,8.691661552
Serbia,2014,8.4 [6.9 - 9.9],8.358152276,6.877028776,9.86839513
Kyrgyzstan,2002,5.7 [4.5 - 6.9],5.74,4.453027906,6.879988991
Cyprus,2013,5.4 [4.2 - 6.7],5.447963862,4.191536363,6.706114417
Netherlands (Kingdom of the),2001,9.9 [8.3 - 11.6],9.906666667,8.310356506,11.61042498
Slovenia,2021,10.1 [8.5 - 11.6],10.1,8.459461852,11.64536592
Slovenia,2011,10.7 [8.9 - 12.2],10.66666667,8.895363293,12.16752521
France,2003,13.5 [11.6 - 15.3],13.50333333,11.58178972,15.3214746
Latvia,2011,10.0 [8.4 - 11.7],10.04666667,8.38781819,11.7209299
Lithuania,2000,10.4 [8.8 - 11.9],10.35666667,8.752754389,11.90117996
Slovakia,2018,10.1 [8.5 - 11.7],10.07333333,8.526840954,11.65867994
France,2020,10.8 [9.2 - 12.5],10.79666667,9.207111074,12.54083789
Germany,2012,11.3 [9.6 - 13.0],11.28,9.567045308,13.00184025
Slovenia,2020,10.5 [8.8 - 12.2],10.5,8.817211227,12.24417344
Norway,2018,6.0 [4.7 - 7.3],6.023333333,4.745128515,7.328942882
Cyprus,2007,6.2 [4.9 - 7.5],6.2389617,4.891130471,7.480904459
Belgium,2009,10.3 [8.5 - 11.9],10.3,8.54046005,11.85191106
Lithuania,2003,11.5 [9.7 - 13.2],11.46,9.699462658,13.23629204
Denmark,2019,9.2 [7.7 - 10.8],9.233333333,7.717377601,10.83388426
Switzerland,2010,9.6 [8.1 - 11.2],9.633333333,8.137044205,11.17308354
Russian Federation,2006,11.6 [10.0 - 13.5],11.59666667,9.959687262,13.49813248
Iceland,2019,7.5 [6.2 - 8.9],7.52,6.156685484,8.928878614
Lithuania,2015,13.3 [11.4 - 15.2],13.32,11.44827281,15.1699469
Lithuania,2005,12.6 [10.8 - 14.5],12.61,10.84708926,14.46281139
Bosnia and Herzegovina,2012,4.7 [3.7 - 5.8],4.68539259,3.670443931,5.81315603
Hungary,2010,11.2 [9.4 - 12.8],11.17,9.429949427,12.83323392
Belgium,2016,9.7 [8.1 - 11.2],9.696666667,8.140472141,11.19317446
Ukraine,2014,7.5 [6.2 - 9.0],7.49,6.216018217,8.956061505
Ireland,2016,11.0 [9.3 - 12.6],10.95666667,9.311731564,12.61464673
Republic of Moldova,2000,5.9 [4.6 - 7.0],5.885131108,4.614707934,7.010842731
Uzbekistan,2008,1.7 [1.1 - 2.4],1.72679163,1.089741866,2.382675852
Estonia,2018,11.8 [10.1 - 13.6],11.84666667,10.05379579,13.63680303
Turkmenistan,2008,2.7 [1.9 - 3.5],2.701781453,1.894921464,3.543941976
Israel,2004,2.2 [1.6 - 2.9],2.222374125,1.558699861,2.895664907
Ukraine,2013,8.3 [6.9 - 9.8],8.326666667,6.915735989,9.820681992
Spain,2022,10.3 [8.7 - 11.9],10.28333333,8.705060158,11.85612765
Denmark,2009,10.3 [8.7 - 11.9],10.3,8.683664681,11.9002395
Denmark,2000,11.5 [9.9 - 13.3],11.51,9.856080513,13.33997398
Austria,2010,12.0 [10.3 - 13.7],12.01666667,10.27897632,13.68653498
Slovenia,2022,10.1 [8.5 - 11.6],10.1,8.459461852,11.64536592
Hungary,2016,11.0 [9.3 - 12.5],11.02333333,9.34287119,12.5166696
United Kingdom of Great Britain and Northern Ireland,2014,9.5 [8.0 - 11.1],9.543333333,7.990853036,11.13900386
Cyprus,2006,6.2 [5.0 - 7.3],6.183954471,4.967813303,7.329555815
Estonia,2003,13.1 [11.3 - 15.0],13.10666667,11.3360587,14.96446038
Spain,2000,11.4 [9.7 - 13.0],11.36,9.688567681,12.97473147
Armenia,2017,4.1 [3.1 - 5.1],4.055788768,3.067749393,5.103175183
Russian Federation,2014,8.9 [7.3 - 10.3],8.896666667,7.339992488,10.28418231
Switzerland,2019,8.6 [7.0 - 10.0],8.59,6.993038755,10.02766082
Austria,2007,12.4 [10.6 - 14.2],12.38666667,10.58880756,14.18793861
Luxembourg,2021,10.5 [8.9 - 12.2],10.54833333,8.863971948,12.24134624
Kazakhstan,2002,3.0 [2.2 - 3.9],3.031055683,2.222628855,3.910777461
North Macedonia,2008,3.9 [3.0 - 4.9],3.898864013,2.957220495,4.860403841
Russian Federation,2017,7.4 [5.9 - 8.8],7.386666667,5.913655773,8.770131758
Spain,2014,8.9 [7.3 - 10.4],8.946666667,7.33822489,10.39753061
Sweden,2010,7.3 [6.1 - 8.7],7.333333333,6.050240752,8.696121655
Republic of Moldova,2013,8.6 [7.1 - 10.0],8.552948209,7.069696445,10.01688798
Kazakhstan,2001,2.9 [2.1 - 3.8],2.938017509,2.115535361,3.807009867
Germany,2011,11.3 [9.7 - 13.0],11.27666667,9.677832416,12.99470425
Finland,2006,10.2 [8.6 - 11.8],10.18666667,8.575463753,11.81983614
Switzerland,2022,8.5 [7.1 - 10.1],8.546666667,7.100067785,10.10794892
Ukraine,2020,5.4 [4.2 - 6.7],5.37,4.184972205,6.67047189
Luxembourg,2006,12.3 [10.4 - 14.0],12.295,10.3751589,14.03360855
Czechia,2000,13.8 [12.0 - 15.7],13.83,11.98483526,15.68232733
Italy,2011,7.1 [5.8 - 8.4],7.136666667,5.791827489,8.397454409
Azerbaijan,2007,0.5 [0.2 - 0.9],0.543505127,0.220499741,0.910552234
Greece,2018,6.7 [5.4 - 7.9],6.658262122,5.432628639,7.938578267
United Kingdom of Great Britain and Northern Ireland,2002,11.3 [9.5 - 13.0],11.31666667,9.529101206,12.95290403
Italy,2020,7.9 [6.5 - 9.3],7.86,6.50678969,9.2763703
Montenegro,2019,8.1 [6.6 - 9.5],8.103104063,6.612973374,9.540589342
Turkmenistan,2000,2.8 [1.9 - 3.5],2.755912844,1.903105938,3.546044819
Poland,2016,10.5 [8.8 - 12.0],10.49666667,8.804926715,12.0136411
Norway,2009,6.7 [5.3 - 7.8],6.673333333,5.304417251,7.818247809
Albania,2014,4.2 [3.2 - 5.2],4.15143811,3.19377034,5.230694968
Latvia,2020,12.6 [10.8 - 14.5],12.61,10.802917,14.46576236
Montenegro,2015,8.2 [6.6 - 9.6],8.159431605,6.608619283,9.581143173
Armenia,2010,4.0 [3.0 - 5.0],3.970318961,2.957211656,4.98216797
Albania,2010,5.1 [3.8 - 6.2],5.083159378,3.797895029,6.182528671
Israel,2012,2.7 [1.8 - 3.5],2.693104601,1.833636914,3.527746502
Norway,2012,6.3 [5.1 - 7.5],6.286666667,5.119506747,7.499859831
Poland,2007,10.3 [8.7 - 11.9],10.28666667,8.669132698,11.85244676
Spain,2021,10.3 [8.7 - 11.9],10.28333333,8.705060158,11.85612765
Ukraine,2008,8.9 [7.4 - 10.3],8.856666667,7.428599429,10.31558756
Italy,2018,7.8 [6.5 - 9.2],7.826666667,6.523030646,9.156110727
Slovenia,2005,11.1 [9.3 - 12.9],11.13333333,9.338632125,12.85529216
Andorra,2012,10.4 [8.8 - 11.9],10.36,8.805269113,11.88706548
Türkiye,2020,1.4 [0.8 - 2.0],1.413333333,0.787588959,2.049758709
Armenia,2021,3.5 [2.5 - 4.5],3.479019551,2.510877879,4.450799311
Sweden,2018,7.1 [5.8 - 8.5],7.123333333,5.823887459,8.50533755
Cyprus,2016,5.5 [4.4 - 6.7],5.548510308,4.41157798,6.740919139
Belarus,2022,10.8 [9.1 - 12.5],10.77333333,9.138768988,12.46785238
Greece,2007,8.4 [6.9 - 9.8],8.419189156,6.880692761,9.7881866
Uzbekistan,2006,1.7 [1.1 - 2.4],1.708236138,1.081657761,2.364292368
Kazakhstan,2015,3.5 [2.6 - 4.6],3.533333333,2.612821563,4.555882976
Luxembourg,2004,12.5 [10.7 - 14.3],12.49166667,10.65325708,14.27556847
Slovenia,2016,10.7 [9.1 - 12.3],10.7,9.147653061,12.3452267
Czechia,2016,12.9 [11.2 - 14.8],12.92333333,11.18935663,14.76698336
Azerbaijan,2021,1.2 [0.7 - 1.8],1.246666667,0.729284525,1.796606768
Ukraine,2019,5.8 [4.6 - 7.0],5.783333333,4.553621641,7.028669926
Croatia,2000,10.9 [9.2 - 12.7],10.94916198,9.195008126,12.65368013
Switzerland,2004,10.1 [8.5 - 11.7],10.12666667,8.477615218,11.74319776
Turkmenistan,2020,2.8 [2.0 - 3.7],2.835493506,1.9579784,3.677684275
Spain,2011,8.8 [7.2 - 10.2],8.763333333,7.242893653,10.20056532
Serbia,2002,8.9 [7.3 - 10.4],8.886676329,7.328398071,10.3548065
Croatia,2007,11.3 [9.6 - 12.9],11.26499343,9.617673575,12.92590178
Austria,2009,12.0 [10.3 - 13.6],12.04333333,10.32082538,13.58011993
Romania,2017,10.3 [8.8 - 12.0],10.28333333,8.797680484,11.97737305
Poland,2004,9.1 [7.6 - 10.6],9.103333333,7.621840407,10.57613693
Finland,2009,10.0 [8.4 - 11.6],9.98,8.40039709,11.56580913
Azerbaijan,2003,0.3 [0.1 - 0.6],0.340134617,0.094152156,0.635761012
Malta,2006,5.8 [4.6 - 7.0],5.830889132,4.632820831,6.997780447
Romania,2013,9.6 [8.0 - 11.1],9.62,7.984232566,11.14600634
Kyrgyzstan,2020,3.7 [2.6 - 4.6],3.666666667,2.600254759,4.631650103
Serbia,2009,9.4 [7.8 - 10.8],9.373718588,7.794368812,10.82969049
Bosnia and Herzegovina,2014,4.7 [3.5 - 5.8],4.655900981,3.494157506,5.767054959
Republic of Moldova,2017,8.3 [6.9 - 9.7],8.281923415,6.86847412,9.668830325
Spain,2019,9.9 [8.4 - 11.5],9.923333333,8.400648318,11.45034201
Lithuania,2021,11.4 [9.7 - 13.1],11.38333333,9.721134532,13.06482804
Finland,2021,8.0 [6.5 - 9.4],7.98,6.540072129,9.43051957
Albania,2022,4.4 [3.3 - 5.5],4.356262444,3.304244556,5.45177908
Spain,2015,9.7 [8.2 - 11.3],9.723333333,8.212343475,11.26036282
Ireland,2003,13.8 [11.8 - 15.7],13.75666667,11.79528834,15.65065073
Iceland,2022,7.9 [6.5 - 9.2],7.86,6.533374174,9.235298953
Montenegro,2017,8.5 [7.1 - 10.0],8.505708183,7.128217312,10.04596277
Slovenia,2017,10.2 [8.7 - 11.8],10.2,8.674371699,11.75801078
Poland,2002,8.3 [6.8 - 9.7],8.266666667,6.845780159,9.740195305
Türkiye,2021,1.5 [0.9 - 2.1],1.523333333,0.881707245999999,2.127669181
Finland,2014,8.8 [7.2 - 10.3],8.776666667,7.218602625,10.29541596
Republic of Moldova,2022,11.2 [9.6 - 13.0],11.24491091,9.562427443,12.96968147
North Macedonia,2013,3.7 [2.8 - 4.8],3.697913189,2.760509131,4.791045038
Malta,2022,5.8 [4.6 - 7.0],5.802026643,4.596811321,7.00407135
Bulgaria,2011,10.4 [8.7 - 11.9],10.41447305,8.73406289,11.92784413
Tajikistan,2010,0.7 [0.3 - 1.1],0.7011442,0.309311105,1.096594473
Switzerland,2017,8.7 [7.1 - 10.2],8.696666667,7.077243874,10.24076768
Sweden,2006,6.8 [5.4 - 8.0],6.773333333,5.441831833,8.001416573
Switzerland,2007,9.9 [8.2 - 11.5],9.913333333,8.230648137,11.52451433
Estonia,2016,15.1 [13.1 - 17.2],15.13666667,13.10070973,17.17734337
Bosnia and Herzegovina,2017,5.3 [4.1 - 6.5],5.278373116,4.138175569,6.454065794
Luxembourg,2002,13.0 [11.2 - 14.8],13.035,11.16676088,14.80384922
Greece,2021,6.2 [5.0 - 7.4],6.236011398,5.045419039,7.435265261
Finland,2015,8.6 [7.0 - 10.1],8.563333333,7.046947258,10.06620637
Tajikistan,2004,0.8 [0.3 - 1.2],0.756465075,0.309213174,1.206363707
Estonia,2000,10.4 [8.9 - 12.0],10.43,8.872575539,11.9768438
Bulgaria,2006,10.0 [8.4 - 11.5],9.975123299,8.425937136,11.51222192
Belgium,2000,11.5 [9.7 - 13.3],11.49468642,9.661364965,13.28778444
Georgia,2014,7.4 [6.0 - 8.8],7.394529632,6.002438387,8.774539106
Türkiye,2008,1.4 [0.8 - 2.0],1.436666667,0.829448015,2.029597417
Republic of Moldova,2001,5.9 [4.6 - 7.0],5.885131108,4.614707934,7.010842731
Republic of Moldova,2018,8.5 [7.2 - 10.0],8.505610724,7.158584297,10.02584774
Portugal,2010,11.2 [9.4 - 12.8],11.20333333,9.425222355,12.83840878
Hungary,2021,10.6 [9.0 - 12.0],10.55,9.032833746,12.03952604
France,2001,14.0 [12.1 - 16.0],13.99666667,12.11140676,16.03419027
Portugal,2005,12.0 [10.3 - 13.8],12.01666667,10.28717668,13.84143852
Turkmenistan,2014,3.0 [2.2 - 3.9],3.049548756,2.200115943,3.921802868
Andorra,2007,11.9 [10.2 - 13.7],11.93833333,10.16419789,13.67764616
Norway,2011,6.4 [5.1 - 7.6],6.413333333,5.088639034,7.63009094
Montenegro,2021,7.3 [5.9 - 8.7],7.270128841,5.943899089,8.653718202
Slovenia,2019,10.3 [8.7 - 12.0],10.3,8.725684849,11.9840886
Slovakia,2008,10.9 [9.2 - 12.5],10.88666667,9.151438219,12.47530271
Slovakia,2021,9.9 [8.4 - 11.6],9.943333333,8.367126391,11.56030134
Portugal,2020,10.0 [8.4 - 11.6],10.02507685,8.392809203,11.55372146
Uzbekistan,2009,1.7 [1.1 - 2.4],1.7,1.057710813,2.439831333
Ireland,2019,10.6 [8.9 - 12.2],10.61333333,8.927241916,12.21264289
Germany,2004,11.8 [10.1 - 13.7],11.83333333,10.12678081,13.68622276
Estonia,2020,11.6 [9.9 - 13.2],11.63333333,9.929350417,13.23802281
Uzbekistan,2010,1.7 [1.1 - 2.4],1.74,1.066015657,2.410768563
Montenegro,2002,10.3 [8.6 - 11.7],10.2666584,8.587226115,11.72369703
Croatia,2009,10.8 [9.1 - 12.4],10.79554833,9.135492611,12.42072838
Ireland,2020,10.2 [8.5 - 11.7],10.21,8.506947928,11.74780543
Kyrgyzstan,2018,4.6 [3.5 - 5.5],4.586666667,3.483418881,5.538556969
Israel,2016,2.5 [1.8 - 3.3],2.518460505,1.754772462,3.343070244
Türkiye,2001,1.5 [0.9 - 2.0],1.485854149,0.871658866,2.031755676
Andorra,2016,11.3 [9.5 - 13.0],11.25333333,9.495827163,12.97118278
Czechia,2009,13.3 [11.4 - 15.2],13.29333333,11.36104698,15.16971517
Republic of Moldova,2021,11.2 [9.6 - 13.0],11.24491091,9.562427443,12.96968147
Türkiye,2011,1.6 [0.9 - 2.2],1.556666667,0.87950846,2.188745148
Italy,2001,9.6 [8.1 - 11.1],9.566666667,8.052828839,11.11372568
Romania,2006,10.2 [8.5 - 11.9],10.20666667,8.529145554,11.88967975
Denmark,2006,11.0 [9.3 - 12.6],11.01666667,9.342460578,12.63145083
Denmark,2004,11.3 [9.6 - 13.0],11.32333333,9.628948631,13.01346087
Germany,2006,11.6 [9.9 - 13.3],11.63333333,9.905458067,13.26402408
Slovakia,2016,10.0 [8.5 - 11.5],9.963333333,8.452951412,11.50772983
Czechia,2022,13.0 [11.2 - 14.7],12.9927053,11.15574628,14.70113651
Serbia,2016,8.0 [6.6 - 9.4],7.953041717,6.623128822,9.424701715
Denmark,2016,9.4 [7.8 - 11.1],9.356666667,7.838667132,11.06077606
Greece,2002,8.2 [6.7 - 9.8],8.241113822,6.739009628,9.810795767
Estonia,2008,16.5 [14.5 - 18.6],16.49666667,14.48146852,18.60021654
Hungary,2006,12.9 [10.9 - 14.8],12.89666667,10.90337432,14.7635111
Romania,2014,9.6 [8.0 - 11.1],9.556666667,8.039159791,11.14322666
Uzbekistan,2001,1.4 [0.8 - 1.9],1.353299,0.779573258,1.941021566
Tajikistan,2018,0.9 [0.4 - 1.4],0.855771626,0.435626174,1.37363925
Russian Federation,2011,10.7 [9.0 - 12.3],10.72,9.012894657,12.27551682
Israel,2002,2.2 [1.5 - 2.9],2.214464822,1.485578729,2.943669495
Kyrgyzstan,2007,6.1 [5.0 - 7.2],6.146666667,4.950347599,7.224397931
Poland,2000,8.1 [6.7 - 9.5],8.05,6.716453552,9.518881011
Portugal,2017,10.2 [8.5 - 11.8],10.15198877,8.53560591,11.80264295
Turkmenistan,2004,3.0 [2.0 - 3.8],2.951571902,2.028208743,3.845152361
Latvia,2008,11.3 [9.5 - 13.0],11.27,9.508353142,12.98597912
Albania,2001,4.0 [3.0 - 5.0],3.976983151,2.998145781,4.971843902
Greece,2003,8.2 [6.7 - 9.8],8.216549765,6.699781523,9.758474555
Romania,2004,11.0 [9.2 - 12.8],10.98333333,9.203270912,12.7768041
Spain,2016,10.7 [9.2 - 12.4],10.74,9.18356796,12.37029195
Denmark,2022,9.5 [8.0 - 11.2],9.526666667,7.97443822,11.18469419
Iceland,2005,7.0 [5.6 - 8.2],6.98,5.624544654,8.249021627
Bulgaria,2013,10.3 [8.8 - 12.0],10.32456441,8.797388151,11.99838115
Andorra,2020,10.4 [8.7 - 12.0],10.37,8.729163493,11.96589755
Armenia,2015,4.1 [3.1 - 5.1],4.090576053,3.100468495,5.113858132
Lithuania,2020,11.1 [9.4 - 12.8],11.12666667,9.350970135,12.80722492
Norway,2013,6.2 [4.9 - 7.4],6.16,4.892576669,7.384021651
Germany,2003,12.0 [10.2 - 13.8],12.02,10.21507366,13.82553221
Slovakia,2003,10.2 [8.7 - 12.0],10.22666667,8.661360143,11.99886775
Finland,2000,9.0 [7.6 - 10.4],9.023333333,7.551498503,10.41580175
United Kingdom of Great Britain and Northern Ireland,2019,10.0 [8.4 - 11.5],9.953333333,8.405117638,11.49020915
Ukraine,2018,5.5 [4.3 - 6.7],5.506666667,4.30092938,6.651678701
Turkmenistan,2010,2.7 [1.9 - 3.6],2.741662251,1.917272937,3.567814005
United Kingdom of Great Britain and Northern Ireland,2003,11.4 [9.8 - 13.0],11.39666667,9.786535027,13.02057949
Iceland,2014,7.1 [5.6 - 8.6],7.146666667,5.636156161,8.611690564
Hungary,2020,10.6 [8.9 - 12.2],10.58333333,8.894133741,12.22075372
Republic of Moldova,2012,8.5 [7.1 - 10.0],8.54797792,7.148097633,10.02448192
Denmark,2018,9.2 [7.7 - 10.7],9.216666667,7.653079599,10.74097035
Israel,2013,2.6 [1.8 - 3.4],2.625790603,1.836668059,3.408135733
Azerbaijan,2010,0.7 [0.3 - 1.2],0.72,0.327159844,1.164042974
Croatia,2015,10.0 [8.4 - 11.5],10.02228326,8.389983218,11.5479013
Greece,2009,8.3 [6.9 - 9.8],8.256179872,6.863792479,9.752099959
Albania,2013,4.1 [3.1 - 5.2],4.138259266,3.148492497,5.236546253
Norway,2007,6.6 [5.2 - 8.0],6.606666667,5.239192495,7.973048185
Israel,2008,2.5 [1.7 - 3.2],2.465904329,1.669160017,3.24164623
Russian Federation,2001,10.2 [8.8 - 11.7],10.23333333,8.750047416,11.74679168
Slovenia,2008,10.9 [9.2 - 12.6],10.86666667,9.15718261,12.61322203
Czechia,2015,12.9 [11.1 - 14.7],12.91666667,11.08139141,14.71278347
Azerbaijan,2015,0.4 [0.1 - 0.8],0.42,0.14911036,0.752412363
Republic of Moldova,2015,7.9 [6.6 - 9.3],7.872381172,6.618846296,9.345783664
Sweden,2022,7.5 [6.2 - 9.0],7.543333333,6.217700642,8.975514837
Belgium,2012,10.2 [8.5 - 11.9],10.18666667,8.542472945,11.88726123
Serbia,2006,9.6 [8.1 - 11.2],9.62020228,8.143841708,11.17425686
Poland,2011,10.2 [8.6 - 11.7],10.17,8.570804539,11.72777215
Luxembourg,2011,11.8 [10.1 - 13.5],11.795,10.07211844,13.47798962
Croatia,2019,10.2 [8.5 - 11.7],10.15775909,8.474909066,11.71987822
Tajikistan,2019,0.8 [0.4 - 1.3],0.808987918,0.389225125,1.264666243
Türkiye,2014,1.4 [0.8 - 2.0],1.43,0.848550515,2.006637545
Turkmenistan,2007,2.8 [2.0 - 3.6],2.81300144,1.954591729,3.622136757
France,2022,10.6 [9.0 - 12.3],10.57,9.020705933,12.26260095
Denmark,2013,9.4 [7.9 - 10.9],9.353333333,7.911809299,10.87277288
Serbia,2020,7.9 [6.3 - 9.2],7.856436625,6.25859342,9.23791957
Georgia,2005,5.4 [4.1 - 6.5],5.366605611,4.120048818,6.467266998
Switzerland,2020,8.6 [7.2 - 10.1],8.63,7.243281488,10.13597218
Czechia,2021,13.0 [11.2 - 14.7],12.9927053,11.15574628,14.70113651
Azerbaijan,2017,0.6 [0.2 - 1.0],0.573333333,0.220762506,0.954461256
